ClassQualifiedName,CBO,CYCLO,DIT,ELOC,FanIn,LCOM,LOC,LOCNAMM,NMNOPARAM,NOA,NOC,NOM,NOMNAMM,NOPA,PMMM,PRB,WLOCNAMM,WMC,WMCNAMM,Complex_Class,Large_Class,Spaghetti_Code,project_name
org.apache.lucene.benchmark.byTask.tasks.CloseTaxonomyIndexTask,4,4,2,13,0,1,13,13,1,0,0,2,2,0,0,0,4,4,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.CloseTaxonomyReaderTask,5,5,2,17,0,1,17,17,1,0,0,2,2,0,0,0,6,5,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.CommitIndexTask,9,9,2,34,1,4,34,34,2,1,0,4,4,0,0.25,0,7,9,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.CommitTaxonomyIndexTask,6,6,2,18,0,1,18,18,1,0,0,2,2,0,0,0,6.5,6,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.ConsumeContentSourceTask,12,12,2,34,0,0,34,34,2,2,0,4,4,0,0.5,0,6.75,12,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.CreateIndexTask,23,23,2,110,16,10,110,110,1,0,0,5,5,0,0,0,21,23,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.CreateTaxonomyIndexTask,4,4,2,13,0,1,13,13,1,0,0,2,2,0,0,0,4,4,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.DeleteByPercentTask,12,12,2,46,0,6,46,46,3,3,0,5,5,0,0.2,0,7.6,12,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.DeleteDocTask,13,13,2,45,1,5,45,45,3,5,0,6,6,1,0,0,5.333333333333333,13,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.FlushReaderTask,9,9,2,29,0,4,29,29,2,1,0,4,4,0,0,0,5.75,9,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.ForceMergeTask,9,9,2,24,0,4,24,24,2,1,0,4,4,0,0,0,4.5,9,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.NearRealtimeReaderTask,12,12,2,61,0,6,61,61,3,3,0,5,5,0,0.2,0,10.4,12,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.NewAnalyzerTask,16,16,2,56,6,4,56,56,2,2,0,5,5,0,0,0,9.8,16,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.NewCollationAnalyzerTask,18,18,2,58,0,5,58,58,2,2,0,6,6,1,0,0,8.166666666666666,18,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.NewLocaleTask,12,12,2,37,0,4,37,37,2,3,0,5,5,0,0,0,5.8,12,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.NewRoundTask,6,6,2,15,1,3,15,15,2,0,0,3,3,0,0,0,3.3333333333333335,6,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.NewShingleAnalyzerTask,17,17,2,66,0,4,66,66,3,3,0,5,5,0,0,0,11.6,17,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.OpenIndexTask,10,10,2,36,4,4,36,36,2,5,0,4,4,4,0,0,6.5,10,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.OpenReaderTask,16,16,2,61,4,8,61,61,2,3,0,5,5,1,0,0,10.6,16,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.OpenTaxonomyIndexTask,4,4,2,13,0,1,13,13,1,0,0,2,2,0,0,0,4,4,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.OpenTaxonomyReaderTask,4,4,2,15,0,1,15,15,1,0,0,2,2,0,0,0,5,4,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.PerfTask,72,72,1,215,93,322,215,185,20,13,39,28,22,0,0.03571428571428571,0,7.590909090909091,72,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.PrintReaderTask,9,9,2,25,0,4,25,25,2,1,0,4,4,0,0,0,4.75,9,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.ReadTask,51,51,2,201,8,157,201,201,15,3,4,19,19,0,0.05263157894736842,0,10.157894736842104,51,0,0,0,1,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.ReadTokensTask,14,14,2,85,1,2,85,85,3,3,0,5,5,0,0,0,8.4,14,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.ReopenReaderTask,5,5,2,18,0,1,18,18,1,0,0,2,2,0,0,0,6.5,5,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.RepAllTask,9,9,2,44,0,3,44,44,1,0,0,3,3,0,0,0,13,9,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.RepSelectByPrefTask,9,9,2,40,0,3,40,40,1,0,0,3,3,0,0,0,11.666666666666666,9,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.RepSumByNameRoundTask,11,11,2,45,0,3,45,45,1,0,0,3,3,0,0,0,13.333333333333334,11,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.RepSumByNameTask,11,11,2,44,2,3,44,44,1,0,0,3,3,0,0,0,13,11,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.RepSumByPrefRoundTask,12,12,2,41,0,3,41,41,1,0,0,3,3,0,0,0,12,12,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.RepSumByPrefTask,15,15,2,47,4,0,47,47,2,1,2,5,5,0,0,0,8.2,15,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.ReportTask,21,21,2,120,4,17,120,120,2,10,4,7,7,0,0,0,14.571428571428571,21,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.ResetInputsTask,6,6,2,15,3,3,15,15,2,0,1,3,3,0,0,0,3.3333333333333335,6,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.ResetSystemEraseTask,4,4,2,12,0,1,12,12,1,0,0,2,2,0,0,0,3.5,4,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.ResetSystemSoftTask,4,4,2,12,1,1,12,12,1,0,1,2,2,0,0,0,3.5,4,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.RollbackIndexTask,6,6,2,21,0,1,21,21,1,1,0,2,2,0,0,0,7.5,6,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.SearchTask,11,11,2,23,12,15,23,23,5,0,2,6,6,0,0,0,3,11,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.SearchTravRetHighlightTask,23,23,2,76,1,16,76,76,3,6,1,8,8,0,0,0,8.75,23,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.SearchTravRetLoadFieldSelectorTask,10,10,2,27,0,8,27,27,2,1,0,5,5,0,0.2,0,4.2,10,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.SearchTravRetTask,3,3,2,11,0,1,11,11,1,0,0,2,2,0,0,0,3,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.SearchTravRetVectorHighlightTask,23,23,2,79,0,18,79,79,3,5,0,8,8,0,0,0,9.25,23,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.SearchTravTask,16,16,2,34,4,34,34,34,7,1,4,9,9,0,0.1111111111111111,0,3.111111111111111,16,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.SearchWithCollectorTask,21,21,2,49,0,34,49,49,8,1,0,9,9,0,0,0,4.777777777777778,21,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.SearchWithSortTask,31,31,2,120,3,60,120,114,9,3,0,12,11,0,0,0,9.636363636363637,31,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.SetPropTask,8,8,2,31,0,4,31,31,2,2,0,4,4,0,0,0,5.75,8,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.TaskSequence,92,92,2,430,33,119,430,409,18,19,0,26,22,1,0.07692307692307693,0,15.454545454545455,92,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.UpdateDocTask,17,17,2,47,0,13,47,47,4,2,0,7,7,0,0.14285714285714285,0,5.714285714285714,17,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.WaitForMergesTask,4,4,2,12,0,1,12,12,1,0,0,2,2,0,0,0,3.5,4,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.WaitTask,10,10,2,41,0,4,41,41,2,1,0,4,4,0,0.25,0,8.75,10,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.WarmTask,11,11,2,23,0,15,23,23,5,0,0,6,6,0,0,0,3,11,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.WriteLineDocTask,22,22,2,119,50,7,119,119,4,12,0,7,7,4,0.2857142857142857,0,13.714285714285714,22,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.utils.Algorithm,30,30,1,269,94,0,269,269,3,2,0,7,7,0,0,0,37.42857142857143,30,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.utils.Config,62,62,1,345,4322,36,345,333,5,7,1,17,15,0,0,0,21.4,62,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.utils.FileUtils,6,6,1,30,27,0,30,30,0,0,0,1,1,0,0,0,25,6,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.utils.Format,21,21,1,75,989,0,75,75,0,2,0,7,7,0,0,0,8.571428571428571,21,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.utils.StreamUtils,20,20,1,72,12,5,72,72,0,4,0,6,6,2,0,0,8.166666666666666,20,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.utils.StringBuilderReader,28,28,2,99,4,0,99,99,6,4,0,11,11,0,0.2727272727272727,0,8.181818181818182,28,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.quality.Judge,11,11,1,24,29,3,24,24,0,0,0,3,3,0,0,0,6.333333333333333,11,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.quality.QualityBenchmark,20,20,1,113,4,3,113,101,2,6,0,7,5,0,0,0,14.4,20,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.quality.QualityQuery,10,10,1,45,41,0,45,39,2,2,0,5,4,0,0.2,0,8,10,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.quality.QualityQueryParser,3,3,1,11,7,0,11,11,0,0,0,1,1,0,0,0,6,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.quality.QualityStats,43,43,1,199,19,66,199,157,9,12,0,16,9,1,0.0625,0,12.666666666666666,43,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.quality.trec.QueryDriver,4,4,1,44,0,0,44,44,0,0,0,1,1,0,0,0,39,4,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.quality.trec.Trec1MQReader,8,8,1,45,0,0,45,45,0,1,0,2,2,0,0,0,19.5,8,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.quality.trec.TrecJudge,14,14,1,77,2,0,77,77,0,1,0,4,4,0,0,0,12.75,14,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.quality.trec.TrecTopicsReader,15,15,1,82,7,3,82,82,1,1,0,3,3,0,0,0,25.333333333333332,15,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.quality.utils.DocNameExtractor,9,9,1,30,4,0,30,30,0,2,0,3,3,0,0.3333333333333333,0,8.666666666666666,9,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.quality.utils.QualityQueriesFinder,19,19,1,87,0,6,87,87,0,2,0,5,5,0,0,0,12.8,19,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.quality.utils.SimpleQQParser,9,9,1,35,2,0,35,35,0,3,0,3,3,0,0,0,9,9,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.quality.utils.SubmissionReport,14,14,1,51,6,0,51,51,1,4,0,4,4,0,0.25,0,10.5,14,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.utils.ExtractReuters,21,21,1,98,0,5,98,98,1,6,0,6,6,0,0.16666666666666666,0,15,21,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.utils.ExtractWikipedia,19,19,1,107,0,3,107,107,2,4,0,6,6,1,0.16666666666666666,0,16.333333333333332,19,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.BenchmarkTestCase,25,25,2,68,10,30,68,65,4,3,10,9,8,0,0.1111111111111111,0,7.125,25,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.TestPerfTasksLogic,98,98,2,417,0,528,417,417,26,0,0,33,33,0,0.24242424242424243,0,12.090909090909092,98,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.TestPerfTasksParse,18,18,2,107,0,4,107,107,3,3,0,4,4,0,0,0,22.5,18,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.DocMakerTest,14,14,2,101,0,10,101,101,3,0,0,5,5,0,0.2,0,15.6,14,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.LineDocSourceTest,35,35,2,162,0,91,162,162,8,1,0,14,14,0,0.07142857142857142,0,11.142857142857142,35,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.TrecContentSourceTest,27,27,2,142,0,28,142,142,6,0,0,8,8,0,0,0,14.75,27,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.demohtml.TestHtmlParser,25,25,2,71,0,66,71,71,11,0,0,12,12,0,0.5833333333333334,0,5.75,25,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.CountingHighlighterTestTask,11,11,2,29,14,4,29,29,0,2,0,4,4,2,0.25,0,7,11,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.CountingSearchTestTask,8,8,2,28,11,4,28,28,3,4,0,4,4,4,0.5,0,4.75,8,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.CreateIndexTaskTest,14,14,2,69,0,15,69,69,5,0,0,6,6,0,0,0,10.666666666666666,14,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.PerfTaskTest,8,8,2,40,0,3,40,40,1,0,0,3,3,0,0.3333333333333333,0,8,8,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.SearchWithSortTaskTest,2,2,2,7,0,0,7,7,1,0,0,1,1,0,0,0,5,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.WriteLineDocTaskTest,35,35,2,265,0,91,265,265,11,1,0,14,14,0,0.07142857142857142,0,14.571428571428571,35,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.alt.AltPackageTaskTest,10,10,2,31,0,3,31,31,2,0,0,3,3,0,0,0,8.666666666666666,10,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.alt.AltTestTask,4,4,2,11,0,1,11,11,1,0,0,2,2,0,0,0,3,4,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.utils.StreamUtilsTest,33,33,2,88,0,55,88,88,8,2,0,14,14,0,0.07142857142857142,0,6,33,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.utils.TestConfig,2,2,2,10,1,0,10,10,1,0,0,1,1,0,0,0,8,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.quality.TestQualityRun,14,14,2,97,0,6,97,97,4,0,0,4,4,0,0.25,0,23,14,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.demo.IndexFiles,13,13,1,107,6,3,107,107,1,0,0,3,3,0,0,0,34,13,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.demo.SearchFiles,16,16,1,181,2,3,181,181,1,0,0,3,3,0,0,0,58.666666666666664,16,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.demo.TestDemo,4,4,2,28,2,1,28,28,1,0,0,2,2,0,0,0,13,4,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.example.ExampleResult,3,3,1,19,34,0,19,13,1,1,0,2,1,0,0,0,6,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.example.ExampleUtils,2,2,1,15,33,0,15,15,0,2,0,1,1,2,0,0,5,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.example.adaptive.AdaptiveMain,6,6,1,25,1,1,25,25,1,0,0,2,2,0,0,0,9.5,6,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.example.adaptive.AdaptiveSearcher,4,4,1,34,1,0,34,34,0,0,0,1,1,0,0,0,28,4,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.example.association.AssociationIndexer,3,3,1,46,3,0,46,46,0,0,0,1,1,0,0,0,40,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.example.association.AssociationMain,9,9,1,37,2,3,37,37,2,0,0,3,3,0,0,0,10.333333333333334,9,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.example.association.AssociationSearcher,6,6,1,30,2,1,30,30,0,0,0,2,2,0,0,0,12,6,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.example.merge.TaxonomyMergeUtils,9,9,1,40,2,3,40,40,0,0,0,3,3,0,0.3333333333333333,0,11.666666666666666,9,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.example.multiCL.MultiCLIndexer,13,13,1,84,4,6,84,84,0,6,0,4,4,5,0.25,0,16,13,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.example.multiCL.MultiCLMain,6,6,1,24,1,1,24,24,1,0,0,2,2,0,0,0,9.5,6,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.example.multiCL.MultiCLSearcher,8,8,1,39,4,1,39,39,0,0,0,2,2,0,0,0,16.5,8,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.example.simple.SimpleIndexer,3,3,1,34,3,0,34,34,0,0,0,1,1,0,0,0,28,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.example.simple.SimpleMain,9,9,1,45,2,3,45,45,2,0,0,3,3,0,0,0,13,9,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.example.simple.SimpleSearcher,17,17,1,78,5,6,78,78,0,0,0,4,4,0,0,0,18,17,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.example.simple.SimpleUtils,3,3,1,41,24,0,41,41,0,6,0,1,1,6,0,0,11,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.FacetException,4,4,2,19,19,6,19,19,1,0,1,4,4,0,0.5,0,3.25,4,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.enhancements.CategoryEnhancement,19,19,1,47,77,21,47,47,3,0,0,7,7,0,0,0,5.857142857142857,19,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.enhancements.EnhancementsCategoryTokenizer,8,8,2,69,2,0,69,69,1,4,0,2,2,0,0,0,25,8,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.enhancements.EnhancementsDocumentBuilder,13,13,2,37,8,6,37,37,0,0,0,4,4,0,0,0,7.75,13,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.enhancements.EnhancementsPayloadIterator,11,11,2,51,14,0,51,51,0,4,0,3,3,0,0,0,13.666666666666666,11,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.enhancements.association.AssociationEnhancement,28,28,1,89,9,45,89,86,4,3,0,10,9,0,0,0,7.444444444444445,28,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.enhancements.association.AssociationFloatProperty,11,11,2,36,12,15,36,36,3,0,0,6,6,0,0.5,0,5,11,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.enhancements.association.AssociationIntProperty,7,7,2,29,18,6,29,29,1,0,0,4,4,0,0.25,0,5.75,7,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.enhancements.association.AssociationListTokenizer,8,8,2,42,1,0,42,42,2,2,0,3,3,0,0.3333333333333333,0,11.333333333333334,8,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.enhancements.association.AssociationProperty,7,7,1,31,34,0,31,24,3,1,2,4,3,0,0,0,5.333333333333333,7,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.enhancements.association.AssociationsPayloadIterator,27,27,1,125,8,0,125,125,2,5,0,7,7,2,0.2857142857142857,0,14.142857142857142,27,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.enhancements.params.DefaultEnhancementsIndexingParams,19,19,2,59,8,9,59,59,2,1,0,6,6,0,0.3333333333333333,0,8.666666666666666,19,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.enhancements.params.EnhancementsIndexingParams,7,7,1,22,33,3,22,22,2,0,0,3,3,0,0,0,5,7,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.index.CategoryContainer,51,51,1,175,29,43,175,175,6,1,0,18,18,0,0.3333333333333333,1,9.333333333333334,51,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.index.CategoryDocumentBuilder,32,32,1,133,23,11,133,133,0,4,1,10,10,0,0.1,0,11.4,32,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.index.CategoryListPayloadStream,9,9,1,41,16,0,41,41,2,2,0,4,4,0,0.5,0,8.25,9,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.index.FacetsPayloadProcessorProvider,4,4,2,77,2,0,77,77,0,2,0,2,2,0,0.5,0,6.5,4,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.index.attributes.CategoryAttribute,22,22,1,62,187,55,62,62,5,0,0,11,11,0,0,0,5.090909090909091,22,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.index.attributes.CategoryAttributeImpl,37,37,2,130,17,0,130,123,7,2,0,16,15,0,0.375,0,7.266666666666667,37,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.index.attributes.CategoryAttributesIterable,3,3,1,31,5,0,31,31,1,1,0,2,2,0,0,0,3,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.index.attributes.CategoryProperty,5,5,1,12,79,0,12,12,0,0,0,1,1,0,0,0,6,5,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.index.attributes.OrdinalProperty,13,13,1,35,10,0,35,32,4,1,0,7,6,0,0,0,4.166666666666667,13,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.index.categorypolicy.DefaultOrdinalPolicy,3,3,1,17,6,1,17,17,0,0,0,2,2,0,0,0,5.5,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.index.categorypolicy.DefaultPathPolicy,2,2,1,12,4,0,12,12,0,0,0,1,1,0,1,0,6,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.index.categorypolicy.NonTopLevelOrdinalPolicy,7,7,1,38,3,0,38,38,1,1,0,3,3,0,0,0,9.333333333333334,7,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.index.categorypolicy.NonTopLevelPathPolicy,2,2,1,16,3,0,16,16,0,1,0,1,1,1,1,0,6,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.index.categorypolicy.OrdinalPolicy,6,6,1,17,39,1,17,17,0,0,0,2,2,0,0,0,5.5,6,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.index.categorypolicy.PathPolicy,4,4,1,12,38,0,12,12,0,0,0,1,1,0,0,0,6,4,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.index.params.CategoryListParams,18,18,1,68,173,5,68,62,4,3,0,7,6,1,0.14285714285714285,0,8.333333333333334,18,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.index.params.DefaultFacetIndexingParams,29,29,1,124,38,53,124,109,10,5,1,14,10,1,0.07142857142857142,0,9.5,29,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.index.params.FacetIndexingParams,15,15,1,36,147,21,36,36,5,0,0,7,7,0,0,0,4.285714285714286,15,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.index.params.FacetParamsMissingPropertyException,1,1,2,9,0,0,9,9,0,0,0,1,1,0,0,0,3,1,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.index.params.PerDimensionIndexingParams,14,14,2,50,19,4,50,50,2,1,1,5,5,0,0,0,8.6,14,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.index.streaming.CategoryAttributesStream,6,6,2,34,27,0,34,34,2,3,0,3,3,0,0,0,8.333333333333334,6,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.index.streaming.CategoryListTokenizer,13,13,2,27,33,10,27,27,4,0,2,5,5,0,0.2,0,4.2,13,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.index.streaming.CategoryParentsStream,14,14,2,123,28,0,123,123,2,6,0,4,4,0,0,0,23.25,14,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.index.streaming.CategoryTokenizer,7,7,2,30,28,3,30,30,2,0,1,3,3,0,0,1,8,7,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.facet.index.streaming.CategoryTokenizerBase,3,3,2,39,6,1,39,39,1,5,2,2,2,0,0,0,6.5,3,0,0,0,0,../../metrics/lucene-3.6.0
